
 ==============================
 S N O P T  7.7.1    (Nov 2018)
 ==============================
 
 SNMEMB EXIT 100 -- finished successfully
 SNMEMB INFO 104 -- memory requirements estimated
 
 

 Nonlinear constraints       1     Linear constraints     604
 Nonlinear variables       444     Linear variables         0
 Jacobian  variables       444     Objective variables    444
 Total constraints         605     Total variables        444
 

 
 The user has defined     444   out of     444   constraint gradients.
 The user has defined     444   out of     444   objective  gradients.
 

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   802      3  1.0E+00    828 (2.7E-07) 5.8E-04  1.6620656E+00    250 2.2E+02
   803      2  1.0E+00    829 (3.6E-07) 5.2E-04  1.6620603E+00    251 2.2E+02
   804      1  1.0E+00    830 (2.7E-07) 5.0E-04  1.6620575E+00    251 2.2E+02
   805      2  1.0E+00    831 (2.6E-07) 5.0E-04  1.6620551E+00    252 2.2E+02
   806      2  1.0E+00    832 (2.4E-07) 5.1E-04  1.6620529E+00    251 2.2E+02
   807      3  1.0E+00    833 (2.3E-07) 5.1E-04  1.6620503E+00    253 2.2E+02   R
   808      2  1.0E+00    834 (6.3E-08) 5.2E-04  1.6620487E+00    252 2.2E+02 s
   809      1  1.0E+00    835 (5.5E-07) 5.5E-04  1.6620459E+00    252 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   810      2  1.0E+00    836 (6.6E-07) 5.6E-04  1.6620454E+00    251 2.2E+02
   811      2  1.0E+00    837 (2.5E-07) 6.4E-04  1.6620438E+00    250 2.2E+02
   812      1  1.0E+00    838 (2.9E-07) 5.7E-04  1.6620424E+00    250 2.2E+02
   813      2  1.0E+00    839 (2.7E-07) 1.5E-03  1.6620405E+00    249 2.2E+02
   814      3  1.0E+00    840 (3.2E-07) 5.8E-04  1.6620382E+00    251 2.2E+02
   815      5  1.0E+00    841 (9.3E-07) 8.5E-04  1.6620345E+00    253 2.2E+02
   816      2  1.0E+00    842  2.5E-06  1.5E-03  1.6620327E+00    252 2.2E+02
   817      3  1.0E+00    843  1.1E-06  1.3E-03  1.6620258E+00    250 2.2E+02
   818      1  1.0E+00    844 (7.1E-07) 1.1E-03  1.6620208E+00    250 2.2E+02
   819      2  1.0E+00    845 (6.4E-07) 1.0E-03  1.6620172E+00    251 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   820      2  1.0E+00    846 (7.3E-07) 8.9E-04  1.6620105E+00    250 2.2E+02
   821      2  1.0E+00    847 (8.7E-07) 7.1E-04  1.6619994E+00    251 2.2E+02
   822      2  1.0E+00    848 (6.4E-07) 5.3E-04  1.6619932E+00    252 2.2E+02
   823      2  1.0E+00    849  1.3E-06  6.9E-04  1.6619886E+00    253 2.2E+02
   824      4  1.0E+00    850 (8.6E-07) 4.9E-04  1.6619817E+00    252 2.2E+02
   825      2  1.0E+00    851  1.0E-06  1.1E-03  1.6619731E+00    251 2.2E+02
   826      1  1.0E+00    852  1.4E-06  1.3E-03  1.6619656E+00    251 2.2E+02
   827      2  1.0E+00    853  1.3E-06  1.2E-03  1.6619595E+00    252 2.2E+02
   828      1  1.0E+00    854 (8.2E-07) 4.1E-04  1.6619530E+00    252 2.2E+02
   829      2  1.0E+00    855  1.6E-06  5.8E-04  1.6619471E+00    253 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   830      2  1.0E+00    856  1.2E-06  4.6E-04  1.6619390E+00    254 2.2E+02
   831      3  1.0E+00    857  1.8E-06  8.5E-04  1.6619306E+00    254 2.2E+02
   832      4  1.0E+00    858  1.5E-06  6.4E-04  1.6619177E+00    255 2.2E+02
   833      3  1.0E+00    859  6.0E-06  1.1E-03  1.6619094E+00    257 2.2E+02
   834      3  1.0E+00    860  2.5E-06  9.1E-04  1.6618928E+00    255 2.2E+02
   835      1  1.0E+00    861  1.7E-06  8.7E-04  1.6618832E+00    255 2.2E+02
   836      3  1.0E+00    862  2.5E-06  1.3E-03  1.6618687E+00    257 2.2E+02
   837      5  1.0E+00    863  3.9E-06  1.9E-03  1.6618495E+00    257 2.2E+02
   838      6  1.0E+00    864  2.7E-06  1.7E-03  1.6618306E+00    256 2.2E+02
   839      6  1.0E+00    865  4.3E-06  8.3E-04  1.6618133E+00    255 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   840      4  1.0E+00    866  4.1E-06  7.9E-04  1.6617874E+00    256 2.2E+02
   841      8  1.0E+00    867  4.7E-06  1.3E-03  1.6617685E+00    256 2.2E+02
   842      7  1.0E+00    868  5.3E-06  6.2E-04  1.6617536E+00    254 2.2E+02
   843      6  1.0E+00    869  2.8E-06  7.2E-04  1.6617379E+00    255 2.2E+02
   844      2  1.0E+00    870  1.9E-06  7.0E-04  1.6617253E+00    254 2.2E+02
   845      5  1.0E+00    871  2.2E-06  6.9E-04  1.6617180E+00    254 2.2E+02
   846      3  1.0E+00    872  1.7E-06  7.2E-04  1.6617106E+00    252 2.2E+02
   847      2  1.0E+00    873  1.3E-06  7.4E-04  1.6617033E+00    253 2.2E+02
   848      2  1.0E+00    874  1.1E-06  6.6E-04  1.6616923E+00    252 2.2E+02   R
   849      1  1.0E+00    875  1.8E-06  7.3E-04  1.6616865E+00    252 2.2E+02 s

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   850      3  1.0E+00    876 (3.6E-07) 4.5E-04  1.6616821E+00    252 2.2E+02
   851      6  1.0E+00    877 (5.7E-07) 4.1E-04  1.6616757E+00    253 2.2E+02
   852      2  1.0E+00    878 (5.5E-07) 5.3E-04  1.6616669E+00    252 2.2E+02
   853      4  1.0E+00    879  1.2E-06  6.2E-04  1.6616547E+00    253 2.2E+02
   854      2  1.0E+00    880 (7.3E-07) 6.9E-04  1.6616455E+00    252 2.2E+02
   855      5  1.0E+00    881 (6.3E-07) 5.6E-04  1.6616336E+00    252 2.2E+02
   856      2  1.0E+00    882  1.4E-06  8.2E-04  1.6616163E+00    253 2.2E+02
   857      4  1.0E+00    883  1.1E-06  9.6E-04  1.6615977E+00    252 2.2E+02
   858      6  1.0E+00    884  2.3E-06  1.6E-03  1.6615716E+00    253 2.2E+02
   859      3  1.0E+00    885  1.4E-06  1.2E-03  1.6615521E+00    253 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   860      2  1.0E+00    886  2.7E-06  9.3E-04  1.6615256E+00    252 2.2E+02
   861      3  1.0E+00    887  1.2E-06  2.7E-03  1.6615008E+00    252 2.2E+02
   862      4  1.0E+00    888  1.7E-06  8.6E-04  1.6614706E+00    251 2.2E+02
   863      2  1.0E+00    889  1.9E-06  8.5E-04  1.6614522E+00    250 2.2E+02
   864      3  1.0E+00    890  1.1E-06  8.9E-04  1.6614396E+00    250 2.2E+02
   865      4  1.0E+00    891  1.8E-06  8.6E-04  1.6614253E+00    249 2.2E+02
   866      5  1.0E+00    892  1.0E-06  1.2E-03  1.6614062E+00    251 2.2E+02
   867      4  1.0E+00    893  5.7E-06  1.2E-03  1.6613857E+00    252 2.2E+02
   868      2  1.0E+00    894  2.8E-06  1.0E-03  1.6613717E+00    253 2.2E+02
   869      6  1.0E+00    895 (4.0E-07) 9.0E-04  1.6613584E+00    249 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   870      4  1.0E+00    896  2.6E-06  1.4E-03  1.6613236E+00    250 2.2E+02
   871      9  1.0E+00    897  1.6E-06  1.9E-03  1.6612860E+00    250 2.2E+02
   872      8  1.0E+00    898  1.9E-06  9.7E-03  1.6611739E+00    249 2.2E+02
   873     20  5.0E-01    899  5.1E-06  9.7E-03  1.6611151E+00    260 2.2E+02
   874     22  1.9E-01    900  2.2E-05  7.1E-03  1.6610613E+00    257 2.2E+02
   875     10  1.0E+00    901  1.5E-05  1.8E-03  1.6609214E+00    254 2.2E+02
   876     12  1.0E+00    902  7.9E-06  2.1E-03  1.6608500E+00    253 2.2E+02
   877      7  1.0E+00    903  5.6E-06  4.6E-03  1.6607875E+00    257 2.2E+02
   878      4  1.0E+00    904  7.2E-06  2.2E-03  1.6607417E+00    256 2.2E+02
   879      4  1.0E+00    905  7.9E-06  2.2E-03  1.6607105E+00    253 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   880      6  1.0E+00    906  1.0E-05  5.6E-03  1.6606684E+00    256 2.2E+02
   881      5  1.0E+00    907  1.2E-05  2.2E-03  1.6606226E+00    258 2.2E+02
   882      9  1.0E+00    908  4.9E-06  2.2E-03  1.6605615E+00    253 2.2E+02
   883      9  1.0E+00    909  1.1E-05  1.6E-03  1.6604614E+00    255 2.2E+02
   884      6  1.0E+00    910  1.1E-05  2.4E-03  1.6603488E+00    256 2.2E+02
   885      7  1.0E+00    911  1.2E-05  1.5E-03  1.6602485E+00    256 2.2E+02
   886      7  1.0E+00    912  1.6E-05  2.0E-03  1.6602096E+00    256 2.2E+02
   887      7  1.0E+00    913  7.9E-06  1.0E-03  1.6601767E+00    254 2.2E+02
   888      5  1.0E+00    914  2.7E-06  1.2E-03  1.6601467E+00    254 2.2E+02
   889      6  1.0E+00    915  3.0E-06  9.2E-04  1.6601234E+00    253 2.2E+02   R

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   890      3  1.0E+00    916  3.0E-06  8.1E-04  1.6601145E+00    251 2.2E+02 s
   891      5  1.0E+00    917 (3.0E-07) 7.9E-04  1.6601066E+00    249 2.2E+02
   892      3  1.0E+00    918 (7.3E-07) 7.7E-04  1.6600958E+00    251 2.2E+02
   893      1  1.0E+00    919 (8.0E-07) 1.9E-03  1.6600873E+00    251 2.2E+02
   894      4  1.0E+00    920  1.8E-06  1.3E-03  1.6600798E+00    251 2.2E+02
   895      4  1.0E+00    921  1.0E-06  7.1E-04  1.6600701E+00    250 2.2E+02
   896      2  1.0E+00    922 (5.0E-07) 3.3E-04  1.6600628E+00    249 2.2E+02
   897      3  1.0E+00    923 (5.0E-07) 4.6E-04  1.6600570E+00    249 2.2E+02
   898      3  1.0E+00    924 (3.4E-07) 4.9E-04  1.6600538E+00    249 2.2E+02
   899      2  1.0E+00    925 (3.4E-07) 4.8E-04  1.6600504E+00    248 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   900      1  1.0E+00    926 (3.9E-07) 4.7E-04  1.6600460E+00    248 2.2E+02
   901      2  1.0E+00    927 (4.1E-07) 8.1E-04  1.6600414E+00    247 2.2E+02
   902      3  1.0E+00    928 (6.0E-07) 5.8E-04  1.6600358E+00    247 2.2E+02
   903      6  1.0E+00    929 (4.2E-07) 4.7E-04  1.6600312E+00    248 2.2E+02
   904      5  1.0E+00    930 (4.7E-07) 3.0E-04  1.6600269E+00    248 2.2E+02
   905      2  1.0E+00    931 (3.6E-07) 2.9E-04  1.6600241E+00    247 2.2E+02
   906      1  1.0E+00    932 (3.2E-07) 3.6E-04  1.6600216E+00    247 2.2E+02
   907      3  1.0E+00    933 (2.9E-07) 2.9E-04  1.6600189E+00    247 2.2E+02
   908      2  1.0E+00    934 (4.2E-07) 3.1E-04  1.6600156E+00    248 2.2E+02
   909      1  1.0E+00    935 (3.4E-07) 4.1E-04  1.6600119E+00    248 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   910      2  1.0E+00    936 (7.5E-07) 5.8E-04  1.6600066E+00    247 2.2E+02
   911      1  1.0E+00    937 (5.1E-07) 6.8E-04  1.6600014E+00    247 2.2E+02
   912      4  1.0E+00    938 (8.3E-07) 4.0E-04  1.6599943E+00    248 2.2E+02
   913      1  1.0E+00    939 (5.6E-07) 3.2E-04  1.6599881E+00    248 2.2E+02
   914      2  1.0E+00    940  1.7E-06  9.2E-04  1.6599807E+00    247 2.2E+02
   915      3  1.0E+00    941 (3.6E-07) 8.7E-04  1.6599728E+00    247 2.2E+02
   916      3  1.0E+00    942  2.3E-06  9.7E-04  1.6599553E+00    249 2.2E+02
   917      4  1.0E+00    943 (3.5E-07) 1.3E-03  1.6599493E+00    248 2.2E+02
   918      1  1.0E+00    944 (4.2E-07) 6.6E-04  1.6599441E+00    248 2.2E+02
   919      1  1.0E+00    945 (1.7E-07) 4.1E-04  1.6599409E+00    248 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   920      2  1.0E+00    946 (2.4E-07) 3.6E-04  1.6599376E+00    247 2.2E+02
   921      1  1.0E+00    947 (1.3E-07) 2.9E-04  1.6599352E+00    247 2.2E+02
   922      1  1.0E+00    948 (1.1E-07) 2.1E-04  1.6599330E+00    247 2.2E+02
   923      2  1.0E+00    949 (6.7E-08) 1.7E-04  1.6599315E+00    246 2.2E+02
   924      1  1.0E+00    950 (3.0E-08) 1.6E-04  1.6599302E+00    246 2.2E+02
   925      1  1.0E+00    951 (1.9E-08) 1.8E-04  1.6599288E+00    246 2.2E+02
   926      1  1.0E+00    952 (1.4E-08) 2.1E-04  1.6599277E+00    246 2.2E+02
   927      1  1.0E+00    953 (0.0E+00) 2.3E-04  1.6599269E+00    246 2.2E+02
   928      2  1.0E+00    954 (1.4E-09) 2.3E-04  1.6599258E+00    245 2.2E+02
   929      2  1.0E+00    955 (0.0E+00) 2.2E-04  1.6599247E+00    244 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   930      1  1.0E+00    956 (1.1E-08) 1.9E-04  1.6599242E+00    244 2.2E+02   R
   931      2  1.0E+00    957 (0.0E+00) 1.8E-04  1.6599239E+00    245 2.2E+02 s
   932      1  1.0E+00    958 (2.4E-07) 3.3E-04  1.6599236E+00    245 2.2E+02
   933      2  1.0E+00    959 (2.7E-07) 3.5E-04  1.6599229E+00    244 2.2E+02
   934      2  1.0E+00    960 (3.3E-07) 2.1E-04  1.6599225E+00    245 2.2E+02
   935      3  1.0E+00    961 (3.6E-07) 4.2E-04  1.6599224E+00    243 2.2E+02
   936      1  1.0E+00    962 (4.7E-07) 1.9E-04  1.6599220E+00    243 2.2E+02
   937      1  1.0E+00    963 (5.3E-07) 3.2E-04  1.6599217E+00    243 2.2E+02
   938      1  1.0E+00    964 (4.9E-07) 3.1E-04  1.6599210E+00    243 2.2E+02
   939      1  4.5E-01    965 (3.9E-07) 9.1E-05  1.6599203E+00    243 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   940      1  5.0E-01    966 (2.6E-07) 1.2E-04  1.6599199E+00    243 2.2E+02
   941      1  1.0E+00    967 (1.0E-07) 1.8E-04  1.6599198E+00    243 2.2E+02
   942      1  1.0E+00    968 (5.5E-08) 1.7E-04  1.6599192E+00    243 2.2E+02
   943      1  4.2E-01    969 (6.8E-08) 8.7E-05  1.6599191E+00    243 2.2E+02
   944      1  1.0E+00    970 (5.5E-08) 8.9E-05  1.6599189E+00    243 2.2E+02
   945      1  1.0E+00    971 (6.8E-08) 1.7E-04  1.6599187E+00    243 2.2E+02
   946      1  1.0E+00    972 (3.0E-08) 1.3E-04  1.6599183E+00    243 2.2E+02
   947      1  1.0E+00    973 (9.2E-08) 2.1E-04  1.6599181E+00    243 2.2E+02
   948      1  1.0E+00    974 (7.5E-08) 1.3E-04  1.6599178E+00    243 2.2E+02
   949      1  1.0E+00    975 (8.6E-08) 1.6E-04  1.6599176E+00    243 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   950      1  1.0E+00    976 (7.6E-08) 1.4E-04  1.6599173E+00    243 2.2E+02
   951      1  1.0E+00    977 (1.5E-07) 1.9E-04  1.6599172E+00    243 2.2E+02
   952      1  1.0E+00    978 (1.4E-07) 1.2E-04  1.6599168E+00    243 2.2E+02
   953      1  4.0E-01    979 (1.1E-07) 1.2E-04  1.6599165E+00    243 2.2E+02
   954      1  1.0E+00    980 (1.2E-08) 2.0E-04  1.6599162E+00    243 2.2E+02
   955      1  1.0E+00    981 (0.0E+00) 8.8E-05  1.6599158E+00    243 2.2E+02
   956      1  1.0E+00    982 (7.2E-09) 1.1E-04  1.6599153E+00    243 2.2E+02
   957      1  1.0E+00    983 (0.0E+00) 1.9E-04  1.6599146E+00    243 2.2E+02
   958      1  1.0E+00    984 (2.7E-08) 1.2E-04  1.6599138E+00    243 2.2E+02
   959      1  1.0E+00    985 (7.1E-08) 2.0E-04  1.6599132E+00    243 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   960      1  1.0E+00    986 (7.3E-08) 1.6E-04  1.6599122E+00    243 2.2E+02
   961      1  1.0E+00    987 (2.7E-07) 2.9E-04  1.6599118E+00    243 2.2E+02
   962      1  1.0E+00    988 (2.1E-07) 2.7E-04  1.6599108E+00    243 2.2E+02
   963      1  1.0E+00    989 (3.7E-07) 3.8E-04  1.6599099E+00    243 2.2E+02
   964      1  1.0E+00    990 (2.9E-07) 2.3E-04  1.6599088E+00    243 2.2E+02
   965      1  1.0E+00    991 (4.3E-07) 2.8E-04  1.6599084E+00    243 2.2E+02
   966      1  1.0E+00    992 (2.6E-07) 3.5E-04  1.6599070E+00    243 2.2E+02
   967      1  1.0E+00    993 (4.0E-07) 3.6E-04  1.6599060E+00    243 2.2E+02
   968      1  1.0E+00    994 (3.6E-07) 2.4E-04  1.6599047E+00    243 2.2E+02
   969      1  1.0E+00    995 (6.2E-07) 3.5E-04  1.6599041E+00    243 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   970      1  1.0E+00    996 (4.3E-07) 3.8E-04  1.6599016E+00    243 2.2E+02
   971      3  1.0E+00    997 (6.1E-07) 5.9E-04  1.6598995E+00    245 2.2E+02   R
   972      3  3.8E-01    998 (8.7E-07) 1.9E-04  1.6598968E+00    245 2.2E+02 s
   973      2  1.0E+00    999 (2.8E-08) 1.1E-04  1.6598963E+00    244 2.2E+02
   974      1  1.0E+00   1000 (7.2E-08) 1.0E-04  1.6598957E+00    244 2.2E+02
   975      2  1.0E+00   1001 (7.4E-08) 1.9E-04  1.6598947E+00    245 2.2E+02
   976      1  1.0E+00   1002 (1.2E-07) 2.1E-04  1.6598930E+00    245 2.2E+02
   977      1  1.0E+00   1003 (1.4E-07) 1.6E-04  1.6598914E+00    245 2.2E+02
   978      1  1.0E+00   1004 (7.0E-08) 1.4E-04  1.6598900E+00    245 2.2E+02
   979      1  1.0E+00   1005 (2.0E-08) 1.1E-04  1.6598890E+00    245 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   980      1  1.0E+00   1006 (3.1E-09) 1.4E-04  1.6598877E+00    245 2.2E+02
   981      1  1.0E+00   1007 (0.0E+00) 1.3E-04  1.6598863E+00    245 2.2E+02
   982      1  1.0E+00   1008 (0.0E+00) 2.0E-04  1.6598848E+00    245 2.2E+02
   983      1  1.0E+00   1009 (0.0E+00) 4.0E-04  1.6598834E+00    245 2.2E+02
   984      1  1.0E+00   1010 (0.0E+00) 5.1E-04  1.6598817E+00    245 2.2E+02
   985      1  1.0E+00   1011 (0.0E+00) 5.0E-04  1.6598799E+00    245 2.2E+02
   986      1  1.0E+00   1012 (0.0E+00) 3.9E-04  1.6598774E+00    245 2.2E+02
   987      1  1.0E+00   1013 (0.0E+00) 2.2E-04  1.6598744E+00    245 2.2E+02
   988      1  1.0E+00   1014 (0.0E+00) 1.4E-04  1.6598707E+00    245 2.2E+02
   989      2  1.0E+00   1015 (0.0E+00) 1.2E-04  1.6598657E+00    246 2.2E+02

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
   990      1  1.0E+00   1016 (0.0E+00) 2.1E-04  1.6598585E+00    246 2.2E+02
   991      3  1.0E+00   1017 (0.0E+00) 2.8E-04  1.6598495E+00    248 2.2E+02
   992      2  1.0E+00   1018 (0.0E+00) 4.3E-04  1.6598356E+00    247 2.2E+02
   993      2  8.6E-08   1019 (0.0E+00) 4.3E-04  1.6598356E+00    248 2.2E+02
   994      2  4.4E-06   1020 (0.0E+00) 4.3E-04  1.6598356E+00    247 2.2E+02
   995      1  8.5E-10   1021 (0.0E+00) 4.3E-04  1.6598356E+00    247 2.2E+02
   995      3            1021 (0.0E+00) 4.3E-04  1.6598356E+00    249 1.0E+00   R
   996      3  1.0E+00   1022 (5.1E-07) 2.7E-04  1.6598295E+00    249 1.0E+00 s
   997      4  1.0E+00   1023 (4.5E-07) 2.2E-03  1.6598256E+00    250 1.0E+00
   998      3  1.2E-01   1024 (6.4E-07) 1.8E-04  1.6598237E+00    248 1.0E+00
   999      2  1.0E+00   1025 (1.6E-07) 3.3E-04  1.6598213E+00    247 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1000      2  1.0E+00   1026 (1.8E-07) 7.2E-04  1.6598184E+00    246 1.0E+00
  1001      2  1.0E+00   1027 (1.3E-07) 6.2E-04  1.6598171E+00    247 1.0E+00
  1002      2  1.0E+00   1028 (8.3E-08) 2.6E-04  1.6598152E+00    246 1.0E+00
  1003      1  1.0E+00   1029 (8.7E-08) 3.1E-04  1.6598139E+00    246 1.0E+00
  1004      1  1.0E+00   1030 (6.4E-08) 2.2E-04  1.6598130E+00    246 1.0E+00
  1005      1  1.0E+00   1031 (1.8E-07) 1.4E-04  1.6598125E+00    246 1.0E+00
  1006      2  1.0E+00   1032 (0.0E+00) 1.4E-04  1.6598108E+00    245 1.0E+00
  1007      1  1.0E+00   1033 (1.5E-07) 2.2E-04  1.6598103E+00    245 1.0E+00
  1008      1  1.0E+00   1034 (6.6E-08) 1.0E-04  1.6598095E+00    245 1.0E+00
  1009      2  1.0E+00   1035 (0.0E+00) 5.9E-04  1.6598080E+00    246 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1010      2  1.0E+00   1036 (1.1E-07) 9.6E-04  1.6598073E+00    245 1.0E+00
  1011      1  1.0E+00   1037 (5.6E-08) 8.9E-04  1.6598062E+00    245 1.0E+00
  1012      1  1.0E+00   1038 (2.9E-08) 4.4E-04  1.6598051E+00    245 1.0E+00
  1013      1  1.0E+00   1039 (1.7E-07) 2.1E-04  1.6598047E+00    245 1.0E+00
  1014      1  1.0E+00   1040 (9.4E-08) 1.3E-04  1.6598039E+00    245 1.0E+00
  1015      1  1.0E+00   1041 (2.9E-08) 2.3E-04  1.6598027E+00    245 1.0E+00
  1016      2  1.0E+00   1042 (2.4E-07) 4.6E-04  1.6598020E+00    246 1.0E+00
  1017      3  1.0E+00   1043 (1.3E-07) 2.6E-04  1.6597999E+00    246 1.0E+00
  1018      3  1.0E+00   1044 (5.9E-08) 3.4E-04  1.6597952E+00    246 1.0E+00
  1019      1  1.0E+00   1045 (1.2E-07) 9.0E-04  1.6597914E+00    246 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1020      1  1.0E+00   1046 (2.9E-07) 9.0E-04  1.6597888E+00    246 1.0E+00
  1021      2  1.0E+00   1047 (2.7E-07) 3.4E-04  1.6597871E+00    245 1.0E+00
  1022      1  1.0E+00   1048 (2.5E-07) 3.7E-04  1.6597857E+00    245 1.0E+00
  1023      1  1.0E+00   1049 (8.4E-08) 1.6E-04  1.6597844E+00    245 1.0E+00
  1024      1  1.0E+00   1050 (8.6E-08) 2.2E-04  1.6597840E+00    245 1.0E+00
  1025      1  1.0E+00   1051 (1.3E-08) 1.0E-04  1.6597834E+00    245 1.0E+00
  1026      1  1.0E+00   1052 (0.0E+00) 8.2E-05  1.6597829E+00    245 1.0E+00
  1027      2  1.0E+00   1053 (2.2E-08) 1.5E-04  1.6597825E+00    244 1.0E+00
  1028      1  1.0E+00   1054 (1.6E-08) 5.7E-05  1.6597824E+00    244 1.0E+00
  1029      1  1.0E+00   1055 (0.0E+00) 3.2E-05  1.6597821E+00    244 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1030      1  1.0E+00   1056 (7.6E-09) 7.9E-05  1.6597820E+00    244 1.0E+00
  1031      1  1.0E+00   1057 (0.0E+00) 3.4E-05  1.6597819E+00    244 1.0E+00
  1032      1  1.0E+00   1058 (0.0E+00) 4.6E-05  1.6597817E+00    244 1.0E+00
  1033      1  1.0E+00   1059 (0.0E+00) 3.7E-05  1.6597816E+00    244 1.0E+00
  1034      1  1.0E+00   1060 (0.0E+00) 2.7E-05  1.6597816E+00    244 1.0E+00
  1035      1  1.0E+00   1061 (0.0E+00) 2.3E-05  1.6597814E+00    244 1.0E+00
  1036      1  1.0E+00   1062 (0.0E+00) 3.2E-05  1.6597813E+00    244 1.0E+00   R
  1037      1  1.0E+00   1063 (0.0E+00) 3.0E-05  1.6597812E+00    244 1.0E+00 s
  1038      1  1.0E+00   1064 (0.0E+00) 8.0E-05  1.6597810E+00    244 1.0E+00
  1039      1  1.0E+00   1065 (0.0E+00) 7.2E-05  1.6597808E+00    244 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1040      1  1.0E+00   1066 (0.0E+00) 7.6E-05  1.6597806E+00    244 1.0E+00
  1041      1  1.0E+00   1067 (0.0E+00) 7.1E-05  1.6597799E+00    244 1.0E+00
  1042      1  1.0E+00   1068 (0.0E+00) 1.2E-04  1.6597786E+00    244 1.0E+00
  1043      1  1.0E+00   1069 (0.0E+00) 2.5E-04  1.6597779E+00    244 1.0E+00
  1044      1  1.0E+00   1070 (0.0E+00) 2.4E-04  1.6597763E+00    244 1.0E+00
  1045      1  1.0E+00   1071 (0.0E+00) 2.6E-04  1.6597748E+00    244 1.0E+00
  1046      1  1.9E-04   1072 (0.0E+00) 2.6E-04  1.6597748E+00    244 1.0E+00
  1047      1  5.0E-12   1073 (0.0E+00) 2.6E-04  1.6597748E+00    244 1.0E+00
  1048      1  1.2E-05   1074 (0.0E+00) 2.5E-04  1.6597748E+00    244 1.0E+00
  1049      1  1.0E+00   1075 (7.1E-08) 2.6E-04  1.6597747E+00    244 1.0E+00

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1050      1  6.7E-05   1076 (7.1E-08) 2.6E-04  1.6597747E+00    244 1.0E+00
  1051      1  4.5E-01   1077 (5.6E-08) 2.8E-04  1.6597747E+00    244 1.0E+00
  1052      1  1.0E+00   1078 (0.0E+00) 2.9E-04  1.6597734E+00    244 1.0E+00
  1053      1  1.0E+00   1079 (0.0E+00) 3.0E-04  1.6597730E+00    244 1.0E+00
  1054      1  1.0E+00   1080 (0.0E+00) 3.3E-04  1.6597727E+00    244 1.0E+00
  1055      2  1.0E+00   1081 (0.0E+00) 3.2E-04  1.6597710E+00    245 1.0E+00
  1056      2  1.0E+00   1082 (0.0E+00) 3.5E-04  1.6597688E+00    244 1.0E+00
  1057      1  1.0E+00   1083 (8.1E-08) 3.4E-04  1.6597688E+00    244 1.0E+00
  1058      2  4.9E-05   1084 (8.1E-08) 3.5E-04  1.6597688E+00    243 1.0E+00
  1059      1  2.4E-08   1085 (8.1E-08) 3.7E-04  1.6597688E+00    243 1.0E+00
  1059      2            1085 (8.1E-08) 3.2E-04  1.6597688E+00    244 1.0E+00   R

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1060      1  7.5E-07   1086 (8.1E-08) 3.4E-04  1.6597688E+00    244 1.0E+00 s

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1060      1            1086 (8.1E-08) 3.2E-04  1.6597688E+00    244 1.0E+00 s R

 Major Minors     Step   nCon Feasible  Optimal  MeritFunction     nS Penalty
  1060      3            1086 (8.1E-08) 1.6E-04  1.6597688E+00    244 1.0E+00 s r
